            geopack_08_dp       spacepy  spacepy-irbem     spiceypy1     spiceypy2         sunpy
2010-07-08   1.632804e-14  1.633052e-14   1.632780e-14  1.630058e-14  1.629080e-14  1.632427e-14
2010-07-09   1.643659e-14  1.643912e-14   1.643651e-14  1.640867e-14  1.639880e-14  1.643273e-14
2010-07-10   1.655096e-14  1.655353e-14   1.655104e-14  1.652255e-14  1.651258e-14  1.654698e-14
2010-07-11   1.667120e-14  1.667382e-14   1.667145e-14  1.664228e-14  1.663221e-14  1.666709e-14
2010-07-12   1.679739e-14  1.680004e-14   1.679780e-14  1.676792e-14  1.675775e-14  1.679312e-14
2010-07-13   1.692957e-14  1.693226e-14   1.693015e-14  1.689955e-14  1.688928e-14  1.692515e-14
2010-07-14   1.706782e-14  1.707054e-14   1.706857e-14  1.703724e-14  1.702686e-14  1.706325e-14
2010-07-15   1.721219e-14  1.721494e-14   1.721312e-14  1.718105e-14  1.717056e-14  1.720748e-14
2010-07-16   1.736275e-14  1.736553e-14   1.736386e-14  1.733107e-14  1.732046e-14  1.735792e-14
2010-07-17   1.751956e-14  1.752237e-14   1.752085e-14  1.748734e-14  1.747661e-14  1.751464e-14
2010-07-18   1.768267e-14  1.768553e-14   1.768415e-14  1.764994e-14  1.763909e-14  1.767769e-14
2010-07-19   1.785216e-14  1.785505e-14   1.785383e-14  1.781892e-14  1.780795e-14  1.784715e-14
2010-07-20   1.802807e-14  1.803101e-14   1.802993e-14  1.799435e-14  1.798325e-14  1.802307e-14
2010-07-21   1.821046e-14  1.821344e-14   1.821252e-14  1.817628e-14  1.816505e-14  1.820549e-14
2010-07-22   1.839938e-14  1.840240e-14   1.840165e-14  1.836475e-14  1.835339e-14  1.839447e-14
2010-07-23   1.859487e-14  1.859794e-14   1.859735e-14  1.855981e-14  1.854832e-14  1.859005e-14
2010-07-24   1.879699e-14  1.880009e-14   1.879969e-14  1.876151e-14  1.874987e-14  1.879226e-14
2010-07-25   1.900577e-14  1.900890e-14   1.900869e-14  1.896986e-14  1.895809e-14  1.900115e-14
2010-07-26   1.922125e-14  1.922440e-14   1.922438e-14  1.918491e-14  1.917300e-14  1.921673e-14
2010-07-27   1.944344e-14  1.944661e-14   1.944680e-14  1.940668e-14  1.939462e-14  1.943902e-14
2010-07-28   1.967236e-14  1.967556e-14   1.967596e-14  1.963517e-14  1.962297e-14  1.966805e-14
2010-07-29   1.990803e-14  1.991124e-14   1.991186e-14  1.987039e-14  1.985804e-14  1.990382e-14
2010-07-30   2.015045e-14  2.015367e-14   2.015452e-14  2.011234e-14  2.009985e-14  2.014632e-14
2010-07-31   2.039959e-14  2.040284e-14   2.040392e-14  2.036100e-14  2.034836e-14  2.039554e-14
2010-08-01   2.065546e-14  2.065872e-14   2.066003e-14  2.061635e-14  2.060357e-14  2.065145e-14
2010-08-02   2.091800e-14  2.092128e-14   2.092282e-14  2.087835e-14  2.086542e-14  2.091402e-14
2010-08-03   2.118717e-14  2.119046e-14   2.119225e-14  2.114695e-14  2.113388e-14  2.118319e-14
2010-08-04   2.146290e-14  2.146622e-14   2.146825e-14  2.142209e-14  2.140888e-14  2.145890e-14
2010-08-05   2.174513e-14  2.174846e-14   2.175075e-14  2.170369e-14  2.169033e-14  2.174107e-14
2010-08-06   2.203375e-14  2.203710e-14   2.203964e-14  2.199165e-14  2.197815e-14  2.202960e-14
2010-08-07   2.232865e-14  2.233201e-14   2.233481e-14  2.228586e-14  2.227223e-14  2.232437e-14
2010-08-08   2.262969e-14  2.263305e-14   2.263613e-14  2.258619e-14  2.257243e-14  2.262524e-14
2010-08-09   2.293673e-14  2.294008e-14   2.294344e-14  2.289249e-14  2.287861e-14  2.293208e-14
2010-08-10   2.324957e-14  2.325291e-14   2.325656e-14  2.320461e-14  2.319060e-14  2.324471e-14
2010-08-11   2.356803e-14  2.357135e-14   2.357530e-14  2.352234e-14  2.350822e-14  2.356293e-14
2010-08-12   2.389188e-14  2.389517e-14   2.389942e-14  2.384548e-14  2.383125e-14  2.388654e-14
2010-08-13   2.422086e-14  2.422413e-14   2.422869e-14  2.417380e-14  2.415946e-14  2.421531e-14
2010-08-14   2.455471e-14  2.455795e-14   2.456281e-14  2.450702e-14  2.449260e-14  2.454897e-14
2010-08-15   2.489312e-14  2.489633e-14   2.490149e-14  2.484487e-14  2.483036e-14  2.488722e-14
2010-08-16   2.523576e-14  2.523893e-14   2.524440e-14  2.518701e-14  2.517243e-14  2.522974e-14
2010-08-17   2.558226e-14  2.558540e-14   2.559117e-14  2.553309e-14  2.551845e-14  2.557617e-14
2010-08-18   2.593224e-14  2.593534e-14   2.594141e-14  2.588273e-14  2.586803e-14  2.592613e-14
2010-08-19   2.628528e-14  2.628833e-14   2.629470e-14  2.623551e-14  2.622078e-14  2.627919e-14
2010-08-20   2.664093e-14  2.664393e-14   2.665060e-14  2.659098e-14  2.657623e-14  2.663489e-14
2010-08-21   2.699871e-14  2.700165e-14   2.700861e-14  2.694867e-14  2.693392e-14  2.699276e-14
2010-08-22   2.735811e-14  2.736098e-14   2.736824e-14  2.730807e-14  2.729334e-14  2.735229e-14
2010-08-23   2.771861e-14  2.772140e-14   2.772895e-14  2.766865e-14  2.765394e-14  2.771292e-14
2010-08-24   2.807963e-14  2.808233e-14   2.809016e-14  2.802983e-14  2.801517e-14  2.807410e-14
2010-08-25   2.844058e-14  2.844319e-14   2.845130e-14  2.839102e-14  2.837643e-14  2.843523e-14
2010-08-26   2.880085e-14  2.880336e-14   2.881173e-14  2.875161e-14  2.873711e-14  2.879569e-14
2010-08-27   2.915981e-14  2.916221e-14   2.917083e-14  2.911096e-14  2.909656e-14  2.915483e-14
2010-08-28   2.951678e-14  2.951908e-14   2.952794e-14  2.946840e-14  2.945413e-14  2.951199e-14
2010-08-29   2.987111e-14  2.987329e-14   2.988236e-14  2.982324e-14  2.980913e-14  2.986649e-14
2010-08-30   3.022208e-14  3.022416e-14   3.023342e-14  3.017481e-14  3.016088e-14  3.021763e-14
2010-08-31   3.056900e-14  3.057097e-14   3.058039e-14  3.052238e-14  3.050865e-14  3.056470e-14
2010-09-01   3.091115e-14  3.091301e-14   3.092257e-14  3.086524e-14  3.085174e-14  3.090697e-14
2010-09-02   3.124782e-14  3.124956e-14   3.125924e-14  3.120267e-14  3.118942e-14  3.124374e-14
2010-09-03   3.157828e-14  3.157991e-14   3.158967e-14  3.153395e-14  3.152098e-14  3.157426e-14
2010-09-04   3.190180e-14  3.190332e-14   3.191313e-14  3.185836e-14  3.184570e-14  3.189783e-14
2010-09-05   3.221769e-14  3.221909e-14   3.222893e-14  3.217520e-14  3.216286e-14  3.221374e-14
2010-09-06   3.252524e-14  3.252652e-14   3.253635e-14  3.248377e-14  3.247179e-14  3.252128e-14
2010-09-07   3.282377e-14  3.282493e-14   3.283471e-14  3.278340e-14  3.277179e-14  3.281979e-14
